task_id;hostname;hash;native_id;process;tag;name;status;exit;module;container;cpus;time;disk;memory;attempt;submit;start;complete;duration;realtime;queue;%cpu;%mem;rss;vmem;peak_rss;peak_vmem;rchar;wchar;syscr;syscw;read_bytes;write_bytes;vol_ctxt;inv_ctxt;workdir;scratch;error_action
3;cpu03;4c/61f2cf;nf-4c61f2cfb9e1e14902b064cbec32fca4;NFCORE_RNASEQ:RNASEQ:INPUT_CHECK:SAMPLESHEET_CHECK;samplesheet_test.csv;NFCORE_RNASEQ:RNASEQ:INPUT_CHECK:SAMPLESHEET_CHECK (samplesheet_test.csv);COMPLETED;0;-;quay.io/biocontainers/python:3.9--1;1;14400000;-;6442450944;1;1711723668562;1711723677000;1711723677000;8438;0;-;20.9;0.0;3178496;5632000;3178496;5636096;709455;1450;281;18;0;12288;2;1;/data/work/4c/61f2cfb9e1e14902b064cbec32fca4;-;-
4;cpu03;ad/274e16;nf-ad274e16b54cda730f3b2a0676a14722;NFCORE_RNASEQ:RNASEQ:PREPARE_GENOME:GUNZIP_ADDITIONAL_FASTA;gfp.fa.gz;NFCORE_RNASEQ:RNASEQ:PREPARE_GENOME:GUNZIP_ADDITIONAL_FASTA (gfp.fa.gz);COMPLETED;0;-;ubuntu:20.04;1;14400000;-;6442450944;1;1711723668599;1711723677000;1711723680000;11401;2407;-;1.2;0.0;2965504;4071424;2965504;4079616;98433;1742;261;18;0;12288;2;3;/data/work/ad/274e16b54cda730f3b2a0676a14722;-;-
2;cpu03;8d/6645c7;nf-8d6645c7f50e5ba552b206ce42395d04;NFCORE_RNASEQ:RNASEQ:PREPARE_GENOME:UNTAR_SALMON_INDEX;salmon.tar.gz;NFCORE_RNASEQ:RNASEQ:PREPARE_GENOME:UNTAR_SALMON_INDEX (salmon.tar.gz);COMPLETED;0;-;ubuntu:20.04;1;14400000;-;6442450944;1;1711723668465;1711723677000;1711723680000;11535;2434;-;2.9;0.0;2854912;4071424;2854912;4079616;3478440;2625325;636;204;0;913408;2;2;/data/work/8d/6645c7f50e5ba552b206ce42395d04;-;-
1;cpu03;66/6fde87;nf-666fde87c758d00a40c73affab5ff5f6;NFCORE_RNASEQ:RNASEQ:PREPARE_GENOME:GUNZIP_GTF;genes.gtf.gz;NFCORE_RNASEQ:RNASEQ:PREPARE_GENOME:GUNZIP_GTF (genes.gtf.gz);COMPLETED;0;-;ubuntu:20.04;1;14400000;-;6442450944;1;1711723668519;1711723677000;1711723680000;11481;2403;-;1.2;0.0;2904064;4071424;2904064;4079616;108543;205245;261;24;0;212992;2;3;/data/work/66/6fde87c758d00a40c73affab5ff5f6;-;-
22;cpu03;f4/3de235;nf-f43de2351579f75bccf13d83e0650278;NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE;sample3;NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (sample3);COMPLETED;0;-;quay.io/biocontainers/trim-galore:0.6.7--hdfd78af_0;6;21600000;-;53687091200;1;1711723680965;1711723683000;1711723687000;6035;4000;-;204.6;0.2;278470656;4571840512;281116672;4628762624;93202467;67470818;17404;8110;0;4321280;2666;43;/data/work/f4/3de2351579f75bccf13d83e0650278;-;-
27;cpu03;ae/98c615;nf-ae98c6158c565a485e49179e35372360;NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE;sample8;NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (sample8);COMPLETED;0;-;quay.io/biocontainers/trim-galore:0.6.7--hdfd78af_0;6;21600000;-;53687091200;1;1711723681131;1711723683000;1711723687000;5869;4000;-;219.1;0.2;265850880;4571713536;267198464;4628627456;93388726;67567790;17610;8086;0;4382720;2790;42;/data/work/ae/98c6158c565a485e49179e35372360;-;-
28;cpu10;1a/1a8a35;nf-1a1a8a35242f16aefd5862a3643b8bf4;NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE;sample9;NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (sample9);COMPLETED;0;-;quay.io/biocontainers/trim-galore:0.6.7--hdfd78af_0;6;21600000;-;53687091200;1;1711723681158;1711723682000;1711723689000;7842;6000;-;234.8;0.1;202379264;4567674880;202379264;4628783104;220025862;176856775;37481;19808;0;13127680;1070;70;/data/work/1a/1a8a35242f16aefd5862a3643b8bf4;-;-
29;cpu03;4a/6b980e;nf-4a6b980ebabd1f05824398e6bfda55e7;NFCORE_RNASEQ:RNASEQ:PREPARE_GENOME:CAT_ADDITIONAL_FASTA;gfp.fa;NFCORE_RNASEQ:RNASEQ:PREPARE_GENOME:CAT_ADDITIONAL_FASTA (gfp.fa);COMPLETED;0;-;quay.io/biocontainers/python:3.9--1;1;14400000;-;6442450944;1;1711723685397;1711723686000;1711723687000;1603;0;-;59.1;0.0;3194880;5632000;3194880;5636096;1290370;440015;323;26;0;454656;2;2;/data/work/4a/6b980ebabd1f05824398e6bfda55e7;-;-
5;cpu10;92/bed260;nf-92bed2601dd9c9a738fcb3a3699caaa0;NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE;sample1;NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (sample1);COMPLETED;0;-;quay.io/biocontainers/trim-galore:0.6.7--hdfd78af_0;6;21600000;-;53687091200;1;1711723680795;1711723682000;1711723690000;9205;7000;-;227.0;0.2;268046336;4571865088;269230080;4628779008;219936934;176704244;37751;19807;0;13164544;2888;77;/data/work/92/bed2601dd9c9a738fcb3a3699caaa0;-;-
24;cpu09;31/41762b;nf-3141762b8b5a8572f5b89260239f02bb;NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE;sample5;NFCORE_RNASEQ:RNASEQ:FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (sample5);COMPLETED;0;-;quay.io/biocontainers/trim-galore:0.6.7--hdfd78af_0;6;21600000;-;53687091200;1;1711723681030;1711723689000;1711723693000;11970;4000;-;222.5;0.1;200728576;4567576576;200728576;4628684800;93608101;67590789;17724;8094;0;4431872;96;27;/data/work/31/41762b8b5a8572f5b89260239f02bb;-;-
